city,locality,property_type,bedrooms,area_sqft,price_per_sqft,price_lakhs,floor,age_years,facing,parking,furnishing,availability,maintenance_monthly,timestamp
Bangalore,Indiranagar,Apartment,3 BHK,1247,11682,145,16 out of 21,3,South East,No,Semi-Furnished,Under Construction,4334,2025-10-02 17:38:24
Bangalore,Indiranagar,Villa,3 BHK,1485,13312,197,4 out of 20,12,North,Yes,Unfurnished,Ready to Move,5859,2025-10-02 17:38:24
Delhi,Dwarka,Apartment,3 BHK,1492,12083,180,1 out of 24,5,North,Yes,Unfurnished,Under Construction,2769,2025-10-02 17:38:24
Mumbai,Juhu,Builder Floor,3 BHK,1699,13948,236,8 out of 21,12,North West,Yes,Fully Furnished,Under Construction,5742,2025-10-02 17:38:24
Mumbai,Worli,Apartment,4 BHK,1920,13157,252,5 out of 23,3,North West,Yes,Fully Furnished,Ready to Move,6161,2025-10-02 17:38:24
Mumbai,Worli,Apartment,1 BHK,560,14117,79,8 out of 24,4,East,Yes,Unfurnished,Ready to Move,4989,2025-10-02 17:38:24
Delhi,South Extension,Apartment,4 BHK,2084,11058,230,6 out of 20,0,South East,Yes,Unfurnished,Under Construction,5622,2025-10-02 17:38:24
Mumbai,Worli,Apartment,5 BHK,2439,11752,286,11 out of 20,17,North East,Yes,Unfurnished,Under Construction,4990,2025-10-02 17:38:24
Delhi,Vasant Kunj,Apartment,4 BHK,2116,13347,282,3 out of 24,13,North East,Yes,Fully Furnished,Under Construction,4338,2025-10-02 17:38:24
Delhi,Vasant Kunj,Apartment,3 BHK,1262,15089,190,6 out of 21,13,North East,No,Semi-Furnished,Under Construction,4170,2025-10-02 17:38:24
Bangalore,HSR Layout,Apartment,3 BHK,1516,12722,192,16 out of 20,3,North,No,Semi-Furnished,Under Construction,4109,2025-10-02 17:38:24
Delhi,Dwarka,Builder Floor,5 BHK,2494,8838,220,10 out of 24,18,South East,Yes,Unfurnished,Ready to Move,4694,2025-10-02 17:38:24
Bangalore,Indiranagar,Builder Floor,2 BHK,1184,11230,132,11 out of 24,8,North East,Yes,Fully Furnished,Under Construction,5190,2025-10-02 17:38:24
Mumbai,Juhu,Apartment,2 BHK,1086,11803,128,6 out of 22,14,South West,Yes,Unfurnished,Ready to Move,3289,2025-10-02 17:38:24
Delhi,Rohini,Apartment,4 BHK,1954,9960,194,10 out of 20,8,East,Yes,Fully Furnished,Ready to Move,2896,2025-10-02 17:38:24
Delhi,Dwarka,Apartment,3 BHK,1494,10142,151,14 out of 24,14,East,Yes,Semi-Furnished,Under Construction,4859,2025-10-02 17:38:24
Mumbai,Andheri,Apartment,2 BHK,1058,12966,137,13 out of 22,16,North East,Yes,Semi-Furnished,Under Construction,5613,2025-10-02 17:38:24
Delhi,Vasant Kunj,Apartment,3 BHK,1509,10047,151,13 out of 22,13,West,Yes,Semi-Furnished,Ready to Move,4474,2025-10-02 17:38:24
Delhi,South Extension,Villa,3 BHK,1378,13444,185,18 out of 23,13,West,No,Semi-Furnished,Under Construction,5284,2025-10-02 17:38:24
Mumbai,Worli,Apartment,2 BHK,1063,11102,118,14 out of 22,11,West,No,Fully Furnished,Under Construction,5195,2025-10-02 17:38:24
Delhi,Rohini,Apartment,3 BHK,1554,11030,171,9 out of 24,6,North West,Yes,Fully Furnished,Under Construction,5330,2025-10-02 17:38:24
Delhi,Dwarka,Apartment,1 BHK,473,13031,61,18 out of 22,11,North East,No,Fully Furnished,Ready to Move,4662,2025-10-02 17:38:24
Mumbai,Andheri,Apartment,2 BHK,1018,10988,111,17 out of 20,2,North West,Yes,Semi-Furnished,Ready to Move,5782,2025-10-02 17:38:24
Bangalore,Koramangala,Villa,2 BHK,890,10410,92,15 out of 22,2,South East,Yes,Unfurnished,Under Construction,4825,2025-10-02 17:38:24
Mumbai,Juhu,Builder Floor,4 BHK,2054,13940,286,3 out of 20,4,South West,Yes,Unfurnished,Under Construction,5806,2025-10-02 17:38:24
Bangalore,JP Nagar,Apartment,4 BHK,2003,11362,227,15 out of 24,7,South,Yes,Fully Furnished,Ready to Move,2753,2025-10-02 17:38:24
Bangalore,HSR Layout,Builder Floor,2 BHK,1067,10591,113,7 out of 20,16,North,Yes,Fully Furnished,Under Construction,4949,2025-10-02 17:38:24
Bangalore,JP Nagar,Apartment,4 BHK,1868,8347,155,9 out of 20,9,North,Yes,Unfurnished,Ready to Move,4820,2025-10-02 17:38:24
Delhi,Vasant Kunj,Apartment,3 BHK,1310,10649,139,18 out of 21,6,North West,Yes,Unfurnished,Under Construction,4802,2025-10-02 17:38:24
Bangalore,JP Nagar,Apartment,3 BHK,1236,8579,106,11 out of 21,17,South East,Yes,Semi-Furnished,Under Construction,6294,2025-10-02 17:38:24
Bangalore,HSR Layout,Builder Floor,3 BHK,1681,11539,193,10 out of 24,7,East,Yes,Fully Furnished,Ready to Move,5788,2025-10-02 17:38:24
Delhi,Pitampura,Apartment,3 BHK,1588,9737,154,5 out of 21,2,South East,No,Unfurnished,Ready to Move,4851,2025-10-02 17:38:24
Mumbai,Bandra,Apartment,1 BHK,446,10554,47,12 out of 20,16,West,Yes,Unfurnished,Ready to Move,4125,2025-10-02 17:38:24
Delhi,Pitampura,Apartment,3 BHK,1481,14022,207,1 out of 21,11,North,Yes,Fully Furnished,Ready to Move,5859,2025-10-02 17:38:24
Mumbai,Bandra,Apartment,1 BHK,491,7364,36,9 out of 23,6,North East,No,Fully Furnished,Under Construction,5201,2025-10-02 17:38:24
Bangalore,HSR Layout,Apartment,3 BHK,1490,12588,187,2 out of 24,10,West,Yes,Semi-Furnished,Under Construction,4224,2025-10-02 17:38:24
Delhi,Vasant Kunj,Builder Floor,2 BHK,1095,12160,133,18 out of 22,3,North,Yes,Fully Furnished,Ready to Move,8397,2025-10-02 17:38:24
Mumbai,Powai,Apartment,4 BHK,2068,15379,318,5 out of 20,5,South East,Yes,Fully Furnished,Ready to Move,5615,2025-10-02 17:38:24
Bangalore,Whitefield,Apartment,4 BHK,2008,11802,236,10 out of 21,10,South West,Yes,Semi-Furnished,Ready to Move,5121,2025-10-02 17:38:24
Mumbai,Worli,Apartment,1 BHK,360,9274,33,14 out of 21,16,North,No,Fully Furnished,Ready to Move,6569,2025-10-02 17:38:24
Delhi,Rohini,Builder Floor,3 BHK,1435,12116,173,2 out of 20,6,North West,Yes,Unfurnished,Under Construction,3496,2025-10-02 17:38:24
Delhi,South Extension,Apartment,2 BHK,1000,12037,120,11 out of 21,3,South,Yes,Semi-Furnished,Ready to Move,4421,2025-10-02 17:38:24
Bangalore,Indiranagar,Apartment,3 BHK,1458,9240,134,18 out of 23,12,North East,Yes,Semi-Furnished,Ready to Move,4476,2025-10-02 17:38:24
Mumbai,Worli,Apartment,2 BHK,884,15151,133,4 out of 24,17,South West,No,Fully Furnished,Ready to Move,4106,2025-10-02 17:38:24
Bangalore,Whitefield,Builder Floor,2 BHK,1061,9413,99,17 out of 22,13,West,No,Fully Furnished,Ready to Move,5354,2025-10-02 17:38:24
Delhi,South Extension,Apartment,4 BHK,1832,12457,228,17 out of 21,12,North,Yes,Semi-Furnished,Under Construction,4821,2025-10-02 17:38:24
Delhi,Rohini,Villa,2 BHK,942,11553,108,10 out of 24,16,South West,Yes,Semi-Furnished,Under Construction,5188,2025-10-02 17:38:24
Mumbai,Bandra,Builder Floor,3 BHK,1545,12726,196,2 out of 22,7,South,Yes,Unfurnished,Under Construction,4781,2025-10-02 17:38:24
Mumbai,Worli,Apartment,2 BHK,1107,10094,111,2 out of 22,16,West,No,Semi-Furnished,Ready to Move,5651,2025-10-02 17:38:24
Delhi,South Extension,Apartment,2 BHK,931,14187,132,3 out of 21,1,East,No,Semi-Furnished,Ready to Move,4931,2025-10-02 17:38:24
Bangalore,Indiranagar,Apartment,3 BHK,1538,14848,228,19 out of 24,16,North,Yes,Unfurnished,Ready to Move,4829,2025-10-02 17:38:24
Delhi,Rohini,Apartment,4 BHK,2069,9932,205,4 out of 21,4,East,Yes,Semi-Furnished,Ready to Move,5793,2025-10-02 17:38:24
Bangalore,JP Nagar,Apartment,2 BHK,819,10158,83,10 out of 23,15,West,Yes,Fully Furnished,Under Construction,3830,2025-10-02 17:38:24
Delhi,Rohini,Builder Floor,2 BHK,1203,9241,111,14 out of 22,3,North,Yes,Unfurnished,Under Construction,4900,2025-10-02 17:38:24
Mumbai,Juhu,Apartment,2 BHK,1078,11231,121,11 out of 22,4,South,Yes,Unfurnished,Ready to Move,4636,2025-10-02 17:38:24
Bangalore,JP Nagar,Villa,4 BHK,2026,10826,219,13 out of 23,11,North West,Yes,Semi-Furnished,Ready to Move,6510,2025-10-02 17:38:24
Bangalore,Whitefield,Apartment,2 BHK,1026,13837,141,10 out of 20,5,North East,Yes,Semi-Furnished,Under Construction,6566,2025-10-02 17:38:24
Mumbai,Bandra,Apartment,2 BHK,1142,12943,147,7 out of 20,17,North West,Yes,Semi-Furnished,Ready to Move,5195,2025-10-02 17:38:24
Delhi,Vasant Kunj,Apartment,2 BHK,952,12117,115,12 out of 21,6,East,Yes,Unfurnished,Ready to Move,4893,2025-10-02 17:38:24
Bangalore,Whitefield,Builder Floor,4 BHK,2009,11991,240,19 out of 24,1,East,No,Unfurnished,Ready to Move,4181,2025-10-02 17:38:24
Delhi,South Extension,Apartment,3 BHK,1611,12575,202,11 out of 20,12,South,Yes,Fully Furnished,Ready to Move,5961,2025-10-02 17:38:24
Delhi,South Extension,Villa,3 BHK,1299,12498,162,9 out of 24,2,North West,Yes,Unfurnished,Ready to Move,4609,2025-10-02 17:38:24
Bangalore,JP Nagar,Apartment,3 BHK,1367,12484,170,16 out of 22,16,South East,Yes,Semi-Furnished,Ready to Move,3624,2025-10-02 17:38:24
Mumbai,Juhu,Apartment,2 BHK,1037,12483,129,11 out of 22,17,South,Yes,Unfurnished,Under Construction,5234,2025-10-02 17:38:24
Mumbai,Powai,Apartment,4 BHK,1977,15289,302,17 out of 21,17,South West,Yes,Unfurnished,Under Construction,6949,2025-10-02 17:38:24
Bangalore,Koramangala,Apartment,3 BHK,1325,15164,200,14 out of 21,17,North East,Yes,Fully Furnished,Under Construction,4858,2025-10-02 17:38:24
Bangalore,Indiranagar,Apartment,2 BHK,1087,13752,149,11 out of 22,16,South,Yes,Semi-Furnished,Ready to Move,4478,2025-10-02 17:38:24
Mumbai,Powai,Villa,3 BHK,1727,9589,165,3 out of 20,2,North East,Yes,Unfurnished,Ready to Move,3817,2025-10-02 17:38:24
Delhi,Rohini,Apartment,3 BHK,1557,11520,179,13 out of 21,4,North,Yes,Semi-Furnished,Under Construction,3443,2025-10-02 17:38:24
Mumbai,Andheri,Apartment,2 BHK,894,12389,110,15 out of 22,8,East,No,Fully Furnished,Ready to Move,5746,2025-10-02 17:38:24
Mumbai,Juhu,Apartment,3 BHK,1464,11310,165,4 out of 21,1,East,Yes,Unfurnished,Under Construction,6628,2025-10-02 17:38:24
Mumbai,Juhu,Builder Floor,3 BHK,1505,8978,135,4 out of 23,16,North West,No,Unfurnished,Ready to Move,5826,2025-10-02 17:38:24
Delhi,Pitampura,Apartment,4 BHK,2120,8759,185,12 out of 21,10,North East,Yes,Fully Furnished,Under Construction,5590,2025-10-02 17:38:24
Mumbai,Worli,Builder Floor,3 BHK,1499,9978,149,10 out of 22,10,North,Yes,Fully Furnished,Ready to Move,3285,2025-10-02 17:38:24
Mumbai,Andheri,Builder Floor,3 BHK,1590,14541,231,6 out of 22,3,South West,Yes,Unfurnished,Under Construction,4995,2025-10-02 17:38:24
Delhi,South Extension,Builder Floor,2 BHK,1207,9429,113,17 out of 21,19,South East,Yes,Semi-Furnished,Ready to Move,4182,2025-10-02 17:38:24
Delhi,Vasant Kunj,Apartment,3 BHK,1491,11466,170,17 out of 21,9,North West,Yes,Unfurnished,Ready to Move,5710,2025-10-02 17:38:24
Bangalore,Koramangala,Builder Floor,2 BHK,920,11590,106,18 out of 20,8,North West,Yes,Semi-Furnished,Ready to Move,6220,2025-10-02 17:38:24
Delhi,Vasant Kunj,Apartment,3 BHK,1411,12381,174,4 out of 22,12,North West,Yes,Semi-Furnished,Under Construction,6900,2025-10-02 17:38:24
Delhi,Vasant Kunj,Builder Floor,1 BHK,322,10828,34,13 out of 24,3,East,Yes,Fully Furnished,Under Construction,6536,2025-10-02 17:38:24
Delhi,Pitampura,Apartment,2 BHK,1104,7627,84,19 out of 24,12,South East,Yes,Unfurnished,Under Construction,5745,2025-10-02 17:38:24
Bangalore,Koramangala,Apartment,3 BHK,1754,13261,232,11 out of 20,17,East,Yes,Fully Furnished,Ready to Move,4525,2025-10-02 17:38:24
Delhi,South Extension,Builder Floor,1 BHK,342,11593,39,6 out of 20,16,South West,Yes,Unfurnished,Ready to Move,3692,2025-10-02 17:38:24
Bangalore,JP Nagar,Apartment,5 BHK,2487,13265,329,14 out of 21,4,North,Yes,Unfurnished,Ready to Move,6311,2025-10-02 17:38:24
Delhi,South Extension,Villa,1 BHK,488,11477,56,4 out of 23,13,South West,Yes,Fully Furnished,Under Construction,5935,2025-10-02 17:38:24
Delhi,Dwarka,Builder Floor,3 BHK,1640,11382,186,12 out of 24,14,East,Yes,Unfurnished,Under Construction,4400,2025-10-02 17:38:24
Delhi,Pitampura,Villa,3 BHK,1501,13516,202,7 out of 23,19,West,Yes,Semi-Furnished,Under Construction,5232,2025-10-02 17:38:24
Mumbai,Worli,Builder Floor,3 BHK,1429,12974,185,3 out of 21,6,East,Yes,Fully Furnished,Ready to Move,4876,2025-10-02 17:38:24
Mumbai,Juhu,Apartment,3 BHK,1492,14324,213,7 out of 21,5,North East,Yes,Fully Furnished,Ready to Move,4500,2025-10-02 17:38:24
Delhi,Dwarka,Apartment,2 BHK,1013,10845,109,13 out of 23,16,North West,No,Fully Furnished,Under Construction,4035,2025-10-02 17:38:24
Bangalore,Koramangala,Apartment,3 BHK,1610,9861,158,10 out of 23,17,East,No,Fully Furnished,Under Construction,5527,2025-10-02 17:38:24
Mumbai,Juhu,Apartment,3 BHK,1475,15768,232,1 out of 23,16,South West,Yes,Fully Furnished,Ready to Move,3870,2025-10-02 17:38:24
Bangalore,Indiranagar,Builder Floor,3 BHK,1563,10103,157,16 out of 23,1,South,No,Semi-Furnished,Under Construction,5717,2025-10-02 17:38:24
Mumbai,Bandra,Apartment,4 BHK,1925,9939,191,13 out of 21,14,South East,Yes,Fully Furnished,Ready to Move,4768,2025-10-02 17:38:24
Delhi,Vasant Kunj,Apartment,3 BHK,1587,13903,220,5 out of 22,6,South West,No,Fully Furnished,Ready to Move,6841,2025-10-02 17:38:24
Delhi,Vasant Kunj,Apartment,3 BHK,1429,12587,179,6 out of 23,14,West,Yes,Semi-Furnished,Under Construction,6215,2025-10-02 17:38:24
Delhi,South Extension,Apartment,4 BHK,2121,13094,277,19 out of 21,13,North,Yes,Fully Furnished,Under Construction,4189,2025-10-02 17:38:24
Delhi,Dwarka,Villa,2 BHK,1043,10654,111,4 out of 24,11,North East,Yes,Fully Furnished,Under Construction,4536,2025-10-02 17:38:24
Bangalore,Indiranagar,Apartment,3 BHK,1543,13843,213,15 out of 21,14,South West,Yes,Fully Furnished,Under Construction,4848,2025-10-02 17:38:24
Mumbai,Worli,Apartment,3 BHK,1410,10623,149,16 out of 22,12,South,Yes,Unfurnished,Ready to Move,4320,2025-10-02 17:38:24
Mumbai,Bandra,Apartment,4 BHK,1897,12595,238,18 out of 20,2,South West,Yes,Fully Furnished,Under Construction,6214,2025-10-02 17:38:24
Delhi,Rohini,Apartment,4 BHK,2018,14035,283,18 out of 24,11,East,Yes,Semi-Furnished,Under Construction,4666,2025-10-02 17:38:24
Bangalore,HSR Layout,Apartment,4 BHK,1911,11668,222,16 out of 23,18,South,No,Semi-Furnished,Under Construction,4798,2025-10-02 17:38:24
Delhi,South Extension,Apartment,3 BHK,1350,10470,141,2 out of 23,6,North East,Yes,Unfurnished,Ready to Move,4637,2025-10-02 17:38:24
Delhi,Rohini,Apartment,2 BHK,931,13152,122,7 out of 21,9,South West,Yes,Semi-Furnished,Under Construction,5645,2025-10-02 17:38:24
Bangalore,JP Nagar,Apartment,5 BHK,2474,8609,212,6 out of 20,17,North East,Yes,Unfurnished,Under Construction,5397,2025-10-02 17:38:24
Delhi,South Extension,Apartment,3 BHK,1626,12315,200,3 out of 22,0,South,Yes,Fully Furnished,Ready to Move,6063,2025-10-02 17:38:24
Delhi,Pitampura,Villa,3 BHK,1497,12384,185,13 out of 22,5,North East,Yes,Semi-Furnished,Ready to Move,4275,2025-10-02 17:38:24
Mumbai,Worli,Apartment,3 BHK,1320,10050,132,4 out of 21,14,East,No,Unfurnished,Under Construction,4718,2025-10-02 17:38:24
Mumbai,Bandra,Apartment,4 BHK,2040,12382,252,11 out of 24,8,East,Yes,Semi-Furnished,Ready to Move,5738,2025-10-02 17:38:24
Mumbai,Juhu,Apartment,3 BHK,1386,11868,164,7 out of 22,6,West,Yes,Semi-Furnished,Under Construction,3643,2025-10-02 17:38:24
Mumbai,Andheri,Apartment,1 BHK,497,11238,55,6 out of 22,10,South,No,Fully Furnished,Under Construction,4096,2025-10-02 17:38:24
Bangalore,Whitefield,Villa,4 BHK,1930,14222,274,8 out of 23,10,South East,No,Semi-Furnished,Ready to Move,5196,2025-10-02 17:38:24
Mumbai,Bandra,Apartment,3 BHK,1676,14871,249,14 out of 23,0,South,Yes,Unfurnished,Ready to Move,3475,2025-10-02 17:38:24
Bangalore,Whitefield,Apartment,3 BHK,1611,7929,127,3 out of 20,4,East,No,Unfurnished,Under Construction,4567,2025-10-02 17:38:24
Mumbai,Andheri,Apartment,3 BHK,1696,12588,213,17 out of 23,6,West,No,Unfurnished,Under Construction,4044,2025-10-02 17:38:24
Delhi,Rohini,Builder Floor,3 BHK,1624,11112,180,19 out of 22,0,South,Yes,Semi-Furnished,Under Construction,4264,2025-10-02 17:38:24
Bangalore,Indiranagar,Apartment,2 BHK,1043,12487,130,4 out of 24,3,North East,Yes,Semi-Furnished,Ready to Move,5232,2025-10-02 17:38:24
Mumbai,Andheri,Apartment,4 BHK,2025,14090,285,2 out of 23,5,North East,Yes,Semi-Furnished,Under Construction,2513,2025-10-02 17:38:24
Bangalore,Whitefield,Builder Floor,2 BHK,897,10459,93,12 out of 23,7,North,Yes,Unfurnished,Under Construction,6926,2025-10-02 17:38:24
Delhi,Vasant Kunj,Apartment,2 BHK,1057,12375,130,19 out of 23,15,South,No,Fully Furnished,Ready to Move,5636,2025-10-02 17:38:24
Delhi,Rohini,Builder Floor,3 BHK,1380,15595,215,7 out of 24,2,South East,Yes,Semi-Furnished,Under Construction,4811,2025-10-02 17:38:24
Mumbai,Juhu,Apartment,3 BHK,1454,12817,186,12 out of 24,15,South,No,Semi-Furnished,Under Construction,4111,2025-10-02 17:38:24
Delhi,Vasant Kunj,Builder Floor,3 BHK,1510,14139,213,8 out of 22,17,North East,Yes,Fully Furnished,Ready to Move,6032,2025-10-02 17:38:24
Bangalore,HSR Layout,Apartment,2 BHK,1005,11976,120,19 out of 21,3,South,Yes,Unfurnished,Under Construction,4558,2025-10-02 17:38:24
Mumbai,Worli,Apartment,3 BHK,1473,12785,188,10 out of 24,8,South,Yes,Unfurnished,Ready to Move,5076,2025-10-02 17:38:24
Mumbai,Andheri,Builder Floor,3 BHK,1527,12689,193,6 out of 23,9,West,Yes,Unfurnished,Ready to Move,5669,2025-10-02 17:38:24
Bangalore,Whitefield,Apartment,2 BHK,878,11456,100,11 out of 20,15,East,No,Semi-Furnished,Ready to Move,6314,2025-10-02 17:38:24
Delhi,Rohini,Apartment,3 BHK,1506,10759,162,12 out of 22,0,North East,Yes,Fully Furnished,Under Construction,3221,2025-10-02 17:38:24
Mumbai,Andheri,Apartment,3 BHK,1308,10991,143,8 out of 23,19,East,Yes,Unfurnished,Under Construction,5803,2025-10-02 17:38:24
Delhi,South Extension,Apartment,2 BHK,923,10713,98,16 out of 22,0,North,Yes,Unfurnished,Ready to Move,3323,2025-10-02 17:38:24
Bangalore,JP Nagar,Apartment,2 BHK,945,10780,101,3 out of 22,10,South,Yes,Fully Furnished,Ready to Move,6048,2025-10-02 17:38:24
Mumbai,Juhu,Villa,1 BHK,612,12858,78,1 out of 20,4,South West,Yes,Fully Furnished,Under Construction,5889,2025-10-02 17:38:24
Bangalore,Koramangala,Apartment,5 BHK,2395,10930,261,16 out of 22,12,North,No,Unfurnished,Under Construction,4388,2025-10-02 17:38:24
Bangalore,Koramangala,Villa,1 BHK,480,11294,54,1 out of 22,10,North East,Yes,Semi-Furnished,Ready to Move,5248,2025-10-02 17:38:24
Bangalore,Indiranagar,Villa,2 BHK,1171,15920,186,17 out of 21,3,South,Yes,Unfurnished,Ready to Move,3804,2025-10-02 17:38:24
Mumbai,Powai,Apartment,4 BHK,1907,9632,183,4 out of 20,11,South East,Yes,Semi-Furnished,Ready to Move,4307,2025-10-02 17:38:24
Delhi,South Extension,Apartment,4 BHK,2000,10760,215,1 out of 22,17,East,Yes,Unfurnished,Under Construction,5448,2025-10-02 17:38:24
Bangalore,Indiranagar,Apartment,4 BHK,2057,12515,257,11 out of 22,16,South West,Yes,Unfurnished,Ready to Move,6378,2025-10-02 17:38:24
Delhi,Vasant Kunj,Apartment,2 BHK,1129,10864,122,17 out of 24,1,South,No,Fully Furnished,Under Construction,5459,2025-10-02 17:38:24
Mumbai,Bandra,Builder Floor,1 BHK,449,13411,60,4 out of 24,8,North East,Yes,Unfurnished,Under Construction,3693,2025-10-02 17:38:24
Mumbai,Juhu,Apartment,4 BHK,1870,11650,217,6 out of 24,11,East,Yes,Fully Furnished,Under Construction,3148,2025-10-02 17:38:24
Mumbai,Worli,Builder Floor,1 BHK,475,13332,63,6 out of 23,6,West,Yes,Fully Furnished,Ready to Move,3354,2025-10-02 17:38:24
Bangalore,JP Nagar,Apartment,4 BHK,2017,14735,297,17 out of 21,12,South East,No,Fully Furnished,Ready to Move,5816,2025-10-02 17:38:24
Bangalore,JP Nagar,Builder Floor,2 BHK,1016,12160,123,16 out of 24,5,North West,No,Unfurnished,Ready to Move,3564,2025-10-02 17:38:24
Delhi,Dwarka,Apartment,3 BHK,1571,11641,182,3 out of 20,3,East,Yes,Fully Furnished,Ready to Move,5245,2025-10-02 17:38:24
Bangalore,JP Nagar,Apartment,3 BHK,1755,14365,252,5 out of 22,7,North West,Yes,Unfurnished,Ready to Move,4060,2025-10-02 17:38:24
Delhi,Dwarka,Builder Floor,2 BHK,845,11883,100,18 out of 24,15,East,Yes,Fully Furnished,Under Construction,5917,2025-10-02 17:38:24
Delhi,Dwarka,Apartment,3 BHK,1575,8141,128,7 out of 22,7,South,Yes,Fully Furnished,Ready to Move,3916,2025-10-02 17:38:24
Delhi,Vasant Kunj,Apartment,3 BHK,1513,10425,157,15 out of 23,7,South,Yes,Semi-Furnished,Under Construction,5129,2025-10-02 17:38:24
Mumbai,Juhu,Apartment,3 BHK,1591,11144,177,13 out of 21,5,South West,Yes,Semi-Furnished,Ready to Move,3637,2025-10-02 17:38:24
Mumbai,Worli,Apartment,3 BHK,1609,12508,201,16 out of 21,15,South,Yes,Semi-Furnished,Ready to Move,5725,2025-10-02 17:38:24
Mumbai,Bandra,Apartment,3 BHK,1410,9864,139,11 out of 22,13,North,Yes,Fully Furnished,Ready to Move,6350,2025-10-02 17:38:24
Mumbai,Andheri,Apartment,5 BHK,2383,13228,315,6 out of 21,14,North,Yes,Fully Furnished,Under Construction,4328,2025-10-02 17:38:24
Delhi,Pitampura,Apartment,3 BHK,1259,14349,180,4 out of 22,0,North,No,Unfurnished,Under Construction,3540,2025-10-02 17:38:24
Delhi,Vasant Kunj,Apartment,2 BHK,870,13290,115,9 out of 20,18,South West,Yes,Fully Furnished,Ready to Move,4386,2025-10-02 17:38:24
Mumbai,Andheri,Apartment,5 BHK,2729,11182,305,9 out of 22,8,North,Yes,Semi-Furnished,Ready to Move,4614,2025-10-02 17:38:24
Delhi,South Extension,Apartment,3 BHK,1578,10352,163,18 out of 21,1,North,Yes,Semi-Furnished,Under Construction,5039,2025-10-02 17:38:24
Delhi,Dwarka,Apartment,3 BHK,1542,11026,170,18 out of 24,10,South East,Yes,Fully Furnished,Under Construction,4938,2025-10-02 17:38:24
Delhi,Vasant Kunj,Apartment,4 BHK,1846,16226,299,12 out of 23,6,South,Yes,Fully Furnished,Under Construction,6796,2025-10-02 17:38:24
Delhi,South Extension,Apartment,3 BHK,1447,11488,166,12 out of 20,6,North West,Yes,Semi-Furnished,Ready to Move,4542,2025-10-02 17:38:24
Mumbai,Powai,Apartment,2 BHK,1063,9393,99,2 out of 21,2,North West,No,Fully Furnished,Ready to Move,5105,2025-10-02 17:38:24
Delhi,Rohini,Apartment,3 BHK,1507,10980,165,17 out of 24,10,South East,Yes,Semi-Furnished,Under Construction,6720,2025-10-02 17:38:24
